"TimestampUtc","EpochSeconds","CpuSeconds","RssBytes","Goroutines","DroppedChunks","IngestChunks"
"2026-08-09T15:15:30.2142417+00:00","1786288530.229","0.765625","28717056","23",,"14"
"2026-08-09T15:15:35.4141724+00:00","1786288535.432","0.78125","29577216","29",,"19"
"2026-08-09T15:15:38.5968151+00:00","1786288538.6","0.90625","30511104","40",,"29"
"2026-08-09T15:15:41.2641698+00:00","1786288541.264","0.984375","32038912","43",,"35"
"2026-08-09T15:15:43.5974546+00:00","1786288543.597","1.015625","32526336","42",,"40"
"2026-08-09T15:15:45.9548397+00:00","1786288545.954","1.0625","33398784","43",,"45"
"2026-08-09T15:15:48.4084528+00:00","1786288548.408","1.125","35422208","42",,"50"
"2026-08-09T15:15:50.7717109+00:00","1786288550.771","1.171875","35442688","43",,"55"
"2026-08-09T15:15:53.7581683+00:00","1786288553.758","1.1875","35414016","42",,"59"
"2026-08-09T15:15:56.2475644+00:00","1786288556.247","1.265625","33517568","43",,"65"
"2026-08-09T15:15:58.5281837+00:00","1786288558.528","1.3125","34099200","42",,"70"
"2026-08-09T15:16:01.0179682+00:00","1786288561.017","1.328125","35999744","43",,"75"
"2026-08-09T15:16:03.6472721+00:00","1786288563.647","1.34375","35733504","43",,"80"
"2026-08-09T15:16:08.3497883+00:00","1786288568.349","1.375","34627584","41",,"85"
"2026-08-09T15:16:10.6713042+00:00","1786288570.671","1.515625","35627008","40",,"94"
"2026-08-09T15:16:14.8890585+00:00","1786288574.889","1.578125","34197504","39",,"98"
"2026-08-09T15:16:17.3931388+00:00","1786288577.393","1.734375","36220928","39",,"107"
"2026-08-09T15:16:19.7167402+00:00","1786288579.716","1.78125","36241408","39",,"112"
"2026-08-09T15:16:22.1300421+00:00","1786288582.13","1.796875","37175296","38",,"116"
"2026-08-09T15:16:24.7963006+00:00","1786288584.796","1.84375","36528128","37",,"117"
"2026-08-09T15:16:27.1011832+00:00","1786288587.101","1.859375","36528128","37",,"117"
"2026-08-09T15:16:29.5556989+00:00","1786288589.555","1.859375","36528128","37",,"117"
"2026-08-09T15:16:31.8547736+00:00","1786288591.854","1.875","36532224","37",,"117"
"2026-08-09T15:16:34.3740482+00:00","1786288594.374","1.890625","36532224","37",,"117"
"2026-08-09T15:16:36.7549147+00:00","1786288596.754","1.90625","36540416","37",,"117"
"2026-08-09T15:16:39.1382314+00:00","1786288599.138","1.921875","36564992","37",,"117"
"2026-08-09T15:16:41.4908747+00:00","1786288601.49","1.921875","36601856","37",,"117"
"2026-08-09T15:16:43.9150075+00:00","1786288603.915","1.921875","36741120","37",,"117"
"2026-08-09T15:16:46.2927676+00:00","1786288606.292","1.9375","36868096","38",,"117"
"2026-08-09T15:16:48.6794580+00:00","1786288608.679","1.9375","36974592","37",,"117"
"2026-08-09T15:16:51.0639623+00:00","1786288611.063","1.953125","37089280","38",,"117"
"2026-08-09T15:17:31.1810214+00:00","1786288651.181","1.96875","37195776","17",,"117"
